หลักทรัพย์,ชื่อผู้ได้มา/จำหน่าย,วิธีการ,ประเภท หลักทรัพย์ 1,% ก่อน ได้มา/ จำหน่าย,% ได้มา/ จำหน่าย,% หลัง ได้มา/ จำหน่าย,วันที่ได้มา/ จำหน่าย,% ก่อน ได้มา/ จำหน่าย (กลุ่ม)2,% ได้มา/ จำหน่าย (กลุ่ม)2,% หลัง ได้มา/ จำหน่าย (กลุ่ม)2,หมายเหตุ3,PDF,หมายเลข
ERW,บริษัท หลักทรัพย์จัดการกองทุนกสิกรไทย จำกัด,จำหน่าย,หุ้น,5.0947,0.4641,4.6305,26/02/2568,5.0947,0.4641,4.6305,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67c52514ba01615264a7667e,246034962503-1
ECL,บริษัท จีอาร์ แมนเนจเมนท์ (ไทยแลนด์) จำกัด,ได้มา,หุ้น,0.0,25.1012,25.1012,25/02/2568,0.0,25.1012,25.1012,ได้รับการผ่อนผัน,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67be9365ee54a38034e9944e,246034922502-1
RS,นาย สุรชัย เชษฐโชติศักดิ์,จำหน่าย,หุ้น,15.4406,1.7367,13.7038,21/02/2568,15.4406,1.7367,13.7038,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67bec511ee54a38034e9944f,246034932502-1
THREL,บริษัท ซีแอล เวนเจอร์ จำกัด (มหาชน),ได้มา,หุ้น,9.8629,0.4572,10.3201,21/02/2568,9.8629,0.4572,10.3201,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67bee998ee54a38034e99451,246034942502-1
HYDRO,นาง พิมพ์ลดา พิพัฒน์ปากรณ์,ได้มา,หุ้น,10.897,22.5473,24.7267,20/02/2568,10.897,22.5473,24.7267,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/697869e530554da3345de2a9,246040502601-1
HYDRO,นางสาว ณุวภา วิทูรชวลิตวงษ์,ได้มา,หุ้น,10.1625,22.5473,24.5798,20/02/2568,10.1625,22.5473,24.5798,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69788c0d30554da3345de2ac,246040532601-1
HYDRO,นางสาว สุกัลยา ผาลี,ได้มา,หุ้น,9.1895,21.5008,23.3387,20/02/2568,9.1895,21.5008,23.3387,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6972e9b530554da3345de291,246040482601-1
HYDRO,นาย โชคชัย รุ่งเจริญชัย,ได้มา,หุ้น,20.696,14.6454,19.8194,20/02/2568,20.696,14.6454,19.8194,ผู้รายงานแจ้งยกเลิก จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6973399230554da3345de293,246040372601-1
HYDRO,นาย โชคชัย รุ่งเจริญชัย,ได้มา,หุ้น,20.696,11.7163,15.8555,20/02/2568,20.696,11.7163,15.8555,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69787cc030554da3345de2ab,246040522601-1
NEX,บริษัท อีเอ โมบิลิตี โฮลดิง จำกัด,ได้มา,หุ้น,33.5747,24.7918,49.9592,17/02/2568,33.5747,24.7918,49.9592,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67b2c9db640f38adf47ec20e,246034882502-1
NEX,บริษัท อีเอ โมบิลิตี โฮลดิง จำกัด,ได้มา,หุ้น,33.5747,24.8218,49.9893,17/02/2568,33.5747,24.8218,49.9893,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67b44b52bf7dd7a9151dbd2f,246034882502-2
EA,SOTUS & FAITH #1 LIMITED,ได้มา,หลักทรัพย์แปลงสภาพ,0.0,2.6938,2.6938,14/02/2568,0.0,5.6372,5.6372,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67b2ebbe640f38adf47ec20f,246034892502-1
EA,บริษัท เอสพีบีแอล โฮลดิง จำกัด,ได้มา,หลักทรัพย์แปลงสภาพ,0.0,2.9258,2.9258,14/02/2568,0.0,5.6372,5.6372,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67b44419bf7dd7a9151dbd2e,246034902502-1
PLANET,นาง มโนทิพย์ จักรวาลธรรม,ได้มา,หุ้น,14.9721,0.3347,15.3069,13/02/2568,14.9721,0.3347,15.3069,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67b2ac72640f38adf47ec20c,246034222501-3
FSX,BETEVERSE LIMITED,ได้มา,หุ้น,0.0,9.9995,9.9995,10/02/2568,0.0,9.9995,9.9995,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67aac67f033e1a536e606789,246034872502-1
FSX,นางสาว แคทรียา บีเวอร์,จำหน่าย,หุ้น,9.9995,9.9995,0.0,10/02/2568,9.9995,9.9995,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67b921e71e1437dd8f7df1a7,246034912502-1
HYDRO,นาย โชคชัย รุ่งเจริญชัย,ได้มา,หุ้น,2.0824,18.6136,20.696,07/02/2568,2.0824,18.6136,20.696,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/69787a6030554da3345de2aa,246040512601-1
HYDRO,นาย สมประสงค์ ปัญจะลักษณ์,จำหน่าย,หุ้น,18.6136,18.6136,0.0,07/02/2568,18.6136,18.6136,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a5e563ef502d999973adba,246034822502-1
HYDRO,นาย สมประสงค์ ปัญจะลักษณ์,จำหน่าย,หลักทรัพย์แปลงสภาพ,33.9078,33.9078,0.0,07/02/2568,33.9078,33.9078,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a5e599ef502d999973adbb,246034812502-1
MATCH,บริษัท บริษัทบีบีทีวี โปรดัคชันส์ จำกัด,จำหน่าย,หุ้น,87.6895,2.7634,84.9261,07/02/2568,87.6895,2.7634,84.9261,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a9889d92032daecb73c2e3,246034842502-1
SAMART,นาง จารุณี ชินวงศ์วรกุล,ได้มา,หุ้น,9.3906,0.2076,9.5983,06/02/2568,9.8029,0.2076,10.0106,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a571bdef502d999973adb3,246034852502-1
AQUA,นาย ปกรณ์ มงคลธาดา,จำหน่าย,หุ้น,10.7149,3.5011,7.2138,05/02/2568,10.7149,3.5011,7.2138,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a481d6e54226c5a56cd9bf,246034762502-1
EA,บริษัท น้ำตาลราชบุรี จำกัด,จำหน่าย,หุ้น,5.1166,2.5583,2.5583,05/02/2568,5.1166,2.5583,2.5583,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a57212ef502d999973adb4,246034782502-1
NOVA,นางสาว ปาลีรัฐ ปานบุญห้อม,จำหน่าย,หุ้น,48.4389,17.6546,30.7842,04/02/2568,48.4389,17.6546,30.7842,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a4ce4ae54226c5a56cd9c0,246034772502-1
TTB,กองทุนรวมวายุภักษ์ หนึ่ง,จำหน่าย,หุ้น,10.0078,0.0133,9.9944,04/02/2568,10.0078,0.0133,9.9944,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a31a691a6865fb17c59b54,246034752502-1
TOP,GIC PRIVATE LIMITED,จำหน่าย,หุ้น,5.0269,0.1044,4.9225,31/01/2568,5.0269,0.1044,4.9225,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a06af8555be49f272ab346,246034732502-1
VL,บริษัท บงกช โฮลดิงส์ จำกัด,ได้มา,หุ้น,19.9987,0.0095,20.0083,31/01/2568,19.9987,0.0095,20.0083,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a02688555be49f272ab340,246034692502-1
RJH,FIL LIMITED,ได้มา,หุ้น,4.9956,0.0205,5.0161,30/01/2568,4.9956,0.0205,5.0161,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a1da3e1a6865fb17c59b4c,246034722502-1
EA,SOTUS & FAITH #1 LIMITED,ได้มา,หุ้น,12.7194,8.0815,14.4413,29/01/2568,26.3201,16.9117,30.0718,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a05361555be49f272ab344,246034702502-1
EA,บริษัท เอสพีบีแอล โฮลดิง จำกัด,ได้มา,หุ้น,13.4956,8.7776,15.5254,29/01/2568,26.3201,16.9117,30.0718,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/679c9f71f374ea3d93c48013,246034712502-1
STELLA,นาย ภูวสิษฎ์ เชฎฐ์อุดมลาภ,ได้มา,หุ้น,0.6819,0.1211,0.7269,28/01/2568,4.8348,0.859,5.1544,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67e3754fdf148ae2dbd0f6f5,246035332503-1
STELLA,บริษัท ธนา พาวเวอร์ โฮลดิ้ง จำกัด,ได้มา,หุ้น,24.9782,4.4382,26.6295,28/01/2568,24.9782,4.4382,26.6295,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67e15f13332c65444516fff3,246035232503-1
STELLA,บริษัท ธนา พาวเวอร์ โฮลดิ้ง จำกัด,ได้มา,หลักทรัพย์แปลงสภาพ,4.9956,4.4382,8.8765,28/01/2568,4.9956,4.4382,8.8765,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67e238b1332c65444516fffb,246035272503-1
TNH,บริษัท โรงพยาบาลวิภาวดี จำกัด (มหาชน),ได้มา,หุ้น,15.0,5.0016,20.0016,28/01/2568,15.0,5.0016,20.0016,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/679b4f14f374ea3d93c4800f,246034682501-1
WARRIX,นาย พงศ์ศักดิ์ ธรรมธัชอารี,ได้มา,หุ้น,4.9315,3.3951,8.3266,27/01/2568,4.9315,3.3951,8.3266,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67989b13954ab41180fa2599,246034662501-1
WARRIX,นาย วิศัลย์ วนะศักดิ์ศรีสกุล,จำหน่าย,หุ้น,31.5197,3.3951,28.1246,27/01/2568,31.5197,3.3951,28.1246,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/679afa8efd4cfb48db415cf9,246034672501-1
PLANET,นาง มโนทิพย์ จักรวาลธรรม,ได้มา,หุ้น,9.3224,0.7713,10.0938,24/01/2568,9.3224,0.7713,10.0938,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/679ae3cefd4cfb48db415cf6,246034222501-2
PLANET,นาย ชัด เฮงสวัสดิ์,จำหน่าย,หุ้น,5.0397,0.0517,4.988,24/01/2568,5.0397,0.0517,4.988,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67931a39f8663feb7685ff8f,246034622501-1
NRF,บริษัท เอเชี่ยน ฟู้ด คอร์ปอร์เรชั่น จำกัด,จำหน่าย,หุ้น,15.1564,0.2775,14.8788,23/01/2568,15.1564,0.2775,14.8788,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67a309e71a6865fb17c59b52,246034742502-1
SAAM,นาย ภาคิน เหล่ากำเนิด,จำหน่าย,หุ้น,6.2534,4.9998,1.2536,21/01/2568,6.2534,4.9998,1.2536,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6793a4f6f8663feb7685ff92,246034652501-1
RJH,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,10.0058,0.028,9.9778,20/01/2568,10.0058,0.028,9.9778,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f1038c0383ff30c860727,246034372501-1
SAAM,นาย ภาคิน เหล่ากำเนิด,ได้มา,หุ้น,1.2536,4.9998,6.2534,20/01/2568,1.2536,4.9998,6.2534,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6796e718c3612b19d8712df1,246034642501-1
SRICHA,นาย กฤษฎา โพธิสมภรณ์,ได้มา,หุ้น,1.3838,5.5384,6.9223,20/01/2568,1.3838,5.5384,6.9223,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6791f2878076f25863386c89,246034572501-1
SRICHA,นาย กฤษฎา โพธิสมภรณ์,ได้มา,หุ้น,1.3838,5.8611,7.245,20/01/2568,1.3838,5.8611,7.245,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67922f548076f25863386c93,246034572501-2
SRICHA,นาย ฉัตรมงคล เขมาภิรัตน์,ได้มา,หุ้น,0.0,7.7889,7.7889,20/01/2568,0.0,7.7889,7.7889,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6791ffce8076f25863386c8b,246034582501-1
SRICHA,บริษัท ศรีราชา โฮลดิ้ง จำกัด,จำหน่าย,หุ้น,46.8892,23.8296,23.0596,20/01/2568,46.8892,23.8296,23.0596,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6792264d8076f25863386c91,246034612501-1
SYMC,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.0017,0.0119,4.9897,20/01/2568,5.0017,0.0119,4.9897,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f11dfc0383ff30c860729,246034382501-1
24CS,"นางสาว ปัทมาวดี ชุ่มแสง, บริษัท ครีเอทิฟ ไนน์ โฮลดิ้ง จำกัด",เริ่มต้น Concert Party,หุ้น,6.1855,0.0,6.1855,16/01/2568,12.371,0.0,12.371,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f59016610475a148d6e44,246034512501-1
24CS,นางสาว ปัทมาวดี ชุ่มแสง,ได้มา,หุ้น,0.0,0.0001,0.0001,16/01/2568,0.0,6.1855,6.1855,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f58ab6610475a148d6e43,246034492501-1
24CS,นางสาว ปัทมาวดี ชุ่มแสง,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0001,6.1854,6.1855,16/01/2568,12.371,6.1854,12.371,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f593c6610475a148d6e45,246034482501-1
24CS,นางสาว ปัทมาวดี ชุ่มแสง,ได้มา,หุ้น,0.0,0.0001,0.0001,16/01/2568,0.0,6.1855,6.1855,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6791eec38076f25863386c86,246034602501-1
24CS,"บริษัท ครีเอทิฟ ไนน์ โฮลดิ้ง จำกัด, นางสาว ปัทมาวดี ชุ่มแสง",เริ่มต้น Concert Party,หุ้น,6.1855,0.0,6.1855,16/01/2568,12.371,0.0,12.371,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f4e866610475a148d6e38,246034532501-1
24CS,บริษัท ครีเอทิฟ ไนน์ โฮลดิ้ง จำกัด,ได้มา,หุ้น,0.0,6.1854,6.1854,16/01/2568,0.0,6.1855,6.1855,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f517a6610475a148d6e39,246034472501-1
24CS,บริษัท ครีเอทิฟ ไนน์ โฮลดิ้ง จำกัด,ได้มานิติบุคคลตามมาตรา 258,หุ้น,6.1854,6.1854,12.3708,16/01/2568,12.371,6.1854,12.371,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f531e6610475a148d6e3a,246034462501-1
24CS,บริษัท ครีเอทิฟ ไนน์ โฮลดิ้ง จำกัด,ได้มา,หุ้น,0.0,6.1854,6.1854,16/01/2568,0.0,6.1855,6.1855,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/679200448076f25863386c8c,246034592501-1
24CS,"บริษัท ออกานิกส์ แอสเสท โฮลดิ้ง คอรป จำกัด, บริษัท ออกานิกส์ โฮลดิ้ง คอปอเรชั่น จำกัด",เริ่มต้น Concert Party,หุ้น,5.1546,0.0,5.1546,16/01/2568,7.6804,0.0,7.6804,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f55986610475a148d6e3d,246034522501-1
24CS,บริษัท ออกานิกส์ แอสเสท โฮลดิ้ง คอรป จำกัด,ได้มา,หุ้น,0.0,2.6288,2.6288,16/01/2568,0.0,5.1546,5.1546,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f54f16610475a148d6e3c,246034452501-1
24CS,บริษัท ออกานิกส์ แอสเสท โฮลดิ้ง คอรป จำกัด,ได้มานิติบุคคลตามมาตรา 258,หุ้น,2.6288,2.5257,5.1546,16/01/2568,7.6804,2.5257,7.6804,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f56026610475a148d6e3e,246034442501-1
24CS,"บริษัท ออกานิกส์ โฮลดิ้ง คอปอเรชั่น จำกัด, บริษัท ออกานิกส์ แอสเสท โฮลดิ้ง คอรป จำกัด",เริ่มต้น Concert Party,หุ้น,5.1546,0.0,5.1546,16/01/2568,7.7835,0.0,7.7835,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f57ac6610475a148d6e41,246034542501-1
24CS,บริษัท ออกานิกส์ โฮลดิ้ง คอปอเรชั่น จำกัด,ได้มา,หุ้น,0.0,2.5257,2.5257,16/01/2568,0.0,5.1546,5.1546,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f57326610475a148d6e40,246034432501-1
24CS,บริษัท ออกานิกส์ โฮลดิ้ง คอปอเรชั่น จำกัด,ได้มานิติบุคคลตามมาตรา 258,หุ้น,2.5257,2.6288,5.1546,16/01/2568,7.7835,2.6288,7.7835,ผู้รายงานแจ้งยกเลิก,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678f57fb6610475a148d6e42,246034422501-1
AQUA,นาย ฉาย บุนนาค,ได้มา,หุ้น,7.6923,2.4131,10.1055,15/01/2568,7.6923,2.4131,10.1055,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6789cc01d725dd926523a67e,246034362501-1
MC,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,10.0033,0.0401,9.9632,15/01/2568,10.0033,0.0401,9.9632,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67887aa819386dd442b3e85c,246034332501-1
TPOLY,นาย ชัยรัตน์ โกวิทจินดาชัย,ได้มา,หุ้น,4.2779,1.166,5.4439,15/01/2568,4.2779,1.166,5.4439,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6788797219386dd442b3e85b,246034342501-1
XBIO,นาย รักชัย เร่งสมบูรณ์,จำหน่าย,หุ้น,6.6886,5.1811,1.5075,15/01/2568,6.6886,5.1811,1.5075,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67ee69ce4550e8c5a02ed9bf,246035412504-1
PSL,บริษัท หลักทรัพย์จัดการกองทุนกรุงศรี จำกัด,จำหน่าย,หุ้น,5.0303,0.1427,4.8876,14/01/2568,5.0303,0.1427,4.8876,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67875c46e25ad030f4164518,246034292501-1
TIPCO,นางสาว อลิดา เศรษฐิน,ได้มา,หุ้น,4.9144,0.1328,5.0473,14/01/2568,4.9144,0.1328,5.0473,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6787826de25ad030f4164521,246034322501-1
BA,บริษัท หลักทรัพย์จัดการกองทุนรวมบัวหลวง จำกัด,จำหน่าย,หุ้น,5.0209,0.1103,4.9105,13/01/2568,5.0209,0.1103,4.9105,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6785d8d8175edd982423ac46,246034252501-1
NEW,นาง พีรวรรณ จังศิริวัฒนธำรง,ได้มานิติบุคคลตามมาตรา 258,หุ้น,4.674,3.3333,8.0073,12/01/2568,8.0073,3.3333,8.0073,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a2b846c7f39376f1afc98e5,246042332606-1
NEW,นาง ศุภวรรณ ตั้งสืบกุล,ได้มานิติบุคคลตามมาตรา 258,หุ้น,13.9453,3.3333,17.2786,12/01/2568,17.2786,3.3333,17.2786,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a22a7bc7f39376f1afc98cd,246042232606-1
NEW,นางสาว ณัฐธิรา ตั้งสืบกุล,ได้มา,หุ้น,24.9619,3.3333,28.2952,12/01/2568,24.9619,3.3333,28.2952,ได้รับยกเว้นทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a2273cf7f39376f1afc98c3,246042192606-1
NEW,นางสาว ณัฐธิรา ตั้งสืบกุล,ได้มานิติบุคคลตามมาตรา 258,หุ้น,24.9619,3.3333,28.2952,12/01/2568,28.2952,3.3333,28.2952,ได้รับยกเว้นทำคำเสนอซื้อ,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6a2289367f39376f1afc98c6,246042222606-1
PG,บริษัท สหพัฒนาอินเตอร์โฮลดิ้ง จำกัด (มหาชน),ได้มา,หุ้น,44.4251,2.4148,46.84,10/01/2568,44.4251,2.4148,46.84,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/689ef172451b07842a4d984d,246037882508-1
RS,นาย สุรชัย เชษฐโชติศักดิ์,จำหน่าย,หุ้น,20.8929,5.4523,15.4406,10/01/2568,20.8929,5.4523,15.4406,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67847d3b0252b0dc24f6f03d,246034232501-1
TRU,นาย พัฒนศรณ์ เผอิญโชค,ได้มา,หุ้น,4.9702,0.0327,5.003,09/01/2568,4.9702,0.0327,5.003,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67807adde93e339c4679b05f,246034172501-1
A5,นาย ทวีรัช ปรุงพัฒนสกุล,จำหน่าย,หุ้น,11.2346,9.0699,2.1646,08/01/2568,11.2346,9.0699,2.1646,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677fa02cb8679a1870e02c8a,246034212501-1
A5,นาย ทวีรัช ปรุงพัฒนสกุล,จำหน่าย,หุ้น,11.2346,2.1646,9.0699,08/01/2568,11.2346,2.1646,9.0699,ฉบับแก้ไข,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6785c281175edd982423ac45,246034212501-2
B,บริษัท ธนวรินทร์ จำกัด,จำหน่าย,หุ้น,0.483,0.0247,0.4582,08/01/2568,5.0243,0.0247,4.9995,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677f8306754bc554f50b690f,246034162501-1
III,นาย วิรัช นอบน้อมธรรม,ได้มา,หุ้น,14.1911,0.0191,14.2103,08/01/2568,14.9883,0.0191,15.0074,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6784d7d8175edd982423ac42,246034242501-1
JR,นาย ธีรนนท์ วิวัฒน์เจษฎาวุฒิ,ได้มา,หุ้น,9.922,0.3169,10.2389,08/01/2568,9.922,0.3169,10.2389,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677f7551754bc554f50b690e,246034182501-1
PLANET,นาง มโนทิพย์ จักรวาลธรรม,ได้มา,หุ้น,4.9855,0.069,5.0545,08/01/2568,4.9855,0.069,5.0545,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67848b720252b0dc24f6f03f,246034222501-1
STHAI,?? CHUN YU TENG,ได้มา,หุ้น,4.8791,6.4293,11.3084,03/01/2568,4.8791,6.4293,11.3084,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6777686302690bb21a51c636,246034052501-1
STHAI,นาย หลักชัย กิตติพล,ได้มา,หุ้น,16142.0,16142.0,32285.0,03/01/2568,19.76,19.76,19.76,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/678728dde25ad030f4164512,246034262501-1
UREKA,นางสาว ภิญญลักษน์ กีรติพัฒนนันท์,จำหน่าย,หุ้น,25.1872,0.2254,24.9618,03/01/2568,25.1872,0.2254,24.9618,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677bb088de194627498c3b6a,246034102501-1
STHAI,นาย หลักชัย กิตติพล,ได้มา,หุ้น,4.9836,4.9836,9.9672,02/01/2568,4.9836,4.9836,9.9672,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677c986fde194627498c3b72,246034152501-1
STX,นางสาว อรจิรา ปิงคลาศัย,ได้มา Chain principle,หุ้น,0.0,0.0,0.0,02/01/2568,26.07,0.0,26.07,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6808b9430c228fa01cd5b44a,246035662504-1
STX,นาย กฤตนันท์ ปิงคลาศัย,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0227,0.0,0.0227,02/01/2568,0.0227,0.0,0.0227,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6808ac170c228fa01cd5b447,246035632504-1
STX,นาย ณัฐกุล ปิงคลาศัย,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0,0.0,0.0,02/01/2568,0.0,0.0,0.0,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6808ad2c0c228fa01cd5b448,246035642504-1
BCP,CAPITAL ASIA INVESTMENTS PTE LTD,ได้มา,หุ้น,5.9394,4.0605,10.0,30/12/2567,5.9394,4.0605,10.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6774f69e1f122d3403caafc3,246034042501-1
BTC,นางสาว วรินทร บูลกุล,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0,13.1553,-13.1553,30/12/2567,0.0,13.1553,0.0,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677bc7c5de194627498c3b6c,246034122501-1
BTC,นาย ชาญ บูลกุล,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,13.1553,13.1553,30/12/2567,13.1553,13.1553,13.1553,,https://web-r246-api.sec.or.th/api/forms/pdf/publish/677bc5b3de194627498c3b6b,246034112501-1
STX,นางสาว อรจิรา ปิงคลาศัย,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,26.0698,26.0698,30/12/2567,26.0698,26.0698,26.0698,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/680870730c228fa01cd5b43c,246035652504-1
STX,นาย กฤตนันท์ ปิงคลาศัย,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0227,26.0698,26.0926,30/12/2567,26.0926,26.0698,26.0926,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/6808ab3c0c228fa01cd5b446,246035622504-1
STX,นาย จเรรัฐ ปิงคลาศัย,สิ้นสุดนิติบุคคลตามมาตรา 258,หุ้น,0.0002,26.0698,-26.0695,30/12/2567,0.0002,26.0698,0.0002,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/68087f310c228fa01cd5b440,246035602504-1
STX,นาย ณัฐกุล ปิงคลาศัย,ได้มานิติบุคคลตามมาตรา 258,หุ้น,0.0,26.0698,26.0698,30/12/2567,26.0698,26.0698,26.0698,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/680882c60c228fa01cd5b442,246035612504-1
UREKA,นางสาว ภิญญลักษน์ กีรติพัฒนนันท์,ได้มา,หุ้น,21.8305,3.3567,25.1872,30/12/2567,21.8305,3.3567,25.1872,จะลดสัดส่วนการถือหุ้น,https://web-r246-api.sec.or.th/api/forms/pdf/publish/67779c3c02690bb21a51c63a,246034072501-1
